item,Type,WordPosition,pres,surprisal,L6_k3,L12_k5,L6_k5,L6_k7
8,NPS_UAMB,6,B_prefix,8.276022545589042,89.73884645275527,71.07716857094206,76.91442490770136,
8,NPS_UAMB,7,B_prefix,8.928057618082795,103.14195884836923,29.22064904771405,71.90015943282528,
8,NPS_UAMB,8,B_prefix,6.467735040663162,88.29236544270569,38.44814062247152,72.37338997673726,63.089719652112066
8,NPS_UAMB,9,B_prefix,2.895435244449522,76.69707945383388,34.01293080546173,60.383407522864196,56.538798696610286
8,NPS_UAMB,10,B_prefix,2.075169322621533,87.85668590866024,86.9195500473722,69.43004987249468,63.773731446243026
8,NPS_UAMB,11,B_prefix,0.847423874208386,78.76570283286412,133.50296936809906,67.9400977649524,60.10418740967643
8,NPS_UAMB,12,B_prefix,5.619845093470937,65.20067616778444,60.02033107949862,60.4303465675864,57.8274948269952
8,NPS_UAMB,13,B_prefix,5.619735368539687,84.79104980730486,77.15833207566966,69.27729560247363,67.09979008694545
8,NPS_UAMB,1,C_droptok0,0.0,,,,
8,NPS_UAMB,2,C_droptok0,16.438171938388802,,,,
8,NPS_UAMB,3,C_droptok0,14.137584783298735,,,,
8,NPS_UAMB,4,C_droptok0,1.4276660789693407,97.84460529430082,74.10818297074391,97.84460529430082,97.84460529430082
8,NPS_UAMB,5,C_droptok0,1.8865093421219068,70.7845082671328,50.64218333993995,70.7845082671328,70.7845082671328
8,NPS_UAMB,6,C_droptok0,9.525114652609933,91.34731887138909,69.07360351890073,89.81622161498413,89.81622161498413
8,NPS_UAMB,7,C_droptok0,9.46846907086055,102.87530029369404,30.607202688163948,72.75850935238252,72.75850935238252
8,NPS_UAMB,8,C_droptok0,7.3006511463753645,89.33308193542257,40.88798572349851,72.93348963771803,67.31927457394526
8,NPS_UAMB,9,C_droptok0,3.479076944278756,77.70825253192959,36.63867944737634,60.21091493782611,55.84063263452149
8,NPS_UAMB,10,C_droptok0,3.031235153327908,87.72556951562117,63.90782969800811,70.39336554509005,64.60644193837469
8,NPS_UAMB,11,C_droptok0,1.0455436744273954,80.4414771819233,123.59295105416844,68.74147942226308,61.34768128531664
8,NPS_UAMB,12,C_droptok0,5.730163364866886,65.28798218397864,52.79476389096691,60.91107858797202,58.315814141260425
8,NPS_UAMB,13,C_droptok0,6.824910501784203,86.4812553740381,104.3785724352862,68.99251457035999,66.22480121570086
8,NPZ_AMB,1,A_isolated,0.0,,,,
8,NPZ_AMB,2,A_isolated,3.6404293474917346,,,,
8,NPZ_AMB,3,A_isolated,15.730014799334894,,,,
8,NPZ_AMB,4,A_isolated,10.107136963798641,1962.7502273108619,,,
8,NPZ_AMB,5,A_isolated,4.534948262881788,86.48595494980627,,,
8,NPZ_AMB,6,A_isolated,5.672900021435606,99.21080967200099,71.57343970924438,1196.727205433041,
8,NPZ_AMB,7,A_isolated,16.927304356054698,103.97732101698067,94.46337000549016,79.26653293058102,
8,NPZ_AMB,8,A_isolated,8.524925468946147,89.00815171588434,64.23317266883589,72.85154912796301,850.3591400096627
8,NPZ_AMB,9,A_isolated,2.617591596553176,79.12965365576571,52.38365418548289,60.65885445460827,56.52521099871421
8,NPZ_AMB,10,A_isolated,3.567040566750255,89.64111825337154,53.959739400188454,72.35408451090935,67.05294756512708
8,NPZ_AMB,11,A_isolated,3.8545026883614053,87.99013142108917,43.145930209303785,80.47364210603058,74.89497652879466
8,NPZ_AMB,12,A_isolated,1.9878093592545623,88.9393417130218,68.82963896515137,72.99567978085084,72.26145420699847
8,NPZ_AMB,13,A_isolated,0.9081605792564921,79.07653830425386,47.3973156013956,62.433659465887445,59.213767154728075
8,NPZ_AMB,14,A_isolated,2.3439843972955337,75.46172848119443,63.68173280546301,61.006137726503944,54.659038776241914
8,NPZ_AMB,15,A_isolated,6.9614559554540785,80.55262245030171,66.75338278368966,75.90663524811421,71.52212431230294
8,NPZ_AMB,16,A_isolated,4.726157542215154,97.86339124812561,114.44245858603283,79.85832952467784,70.70265186289559
8,NPZ_AMB,1,B_prefix,79.22550679259537,,,,
8,NPZ_AMB,2,B_prefix,4.033357078022088,,,,
8,NPZ_AMB,3,B_prefix,17.69477212001576,,,,
8,NPZ_AMB,4,B_prefix,9.504640461990016,101.39728935069738,,,
8,NPZ_AMB,5,B_prefix,5.131123370375301,92.00138639611441,,,
8,NPZ_AMB,6,B_prefix,5.872541610140774,104.19147141114902,50.5068423237447,74.32830590033073,
8,NPZ_AMB,7,B_prefix,16.477279417333797,104.5271416991908,96.72145268168751,78.72176324387794,
8,NPZ_AMB,8,B_prefix,8.288256703440819,88.67850514373683,64.5728905264423,72.19828186893649,69.79740660068332
